datetime,timestamp,block,tick,lower_tick,upper_tick,price,lower_price,upper_price,event,holder_value,holder_diff,holder_cum_pnl,holder_cum_pnl(%),lp_amount_0,lp_amount_1,lp_total_value,lp_diff,lp_cum_pnl,lp_cum_pnl(%),fee_0,fee_1,fee_total_value,fee_diff,cum_fee,cum_fee(%),equity,amm_pnl(%)
2022-03-11 04:00:00,1646942400.0,14361083.0,197648.0,196920.0,198480.0,2610.2709052699884,2401.8953882981978,2807.376370762246,add,100000.0,0,0,0.0,100000.0,0.0,100000.0,0,0,0.0,0,0,0.0,0,0,0.0,100000.0,0.0
2022-03-11 04:00:00,1646942400.0,14361083.0,197648.0,196920.0,198480.0,2610.2709052699884,2401.8953882981978,2807.376370762246,add swap,100000.0,0,0,0.0,53269.040527213016,17.902723958053485,100000.0,0,0,0.0,0,0,0.0,0,0,0.0,100000.0,0.0
2022-03-11 05:00:00,1646946000.0,14361424.0,197635.0,196920.0,198480.0,2613.666294204869,2401.8953882981978,2807.376370762246,remove,100060.7867108314,60.786710831394885,60.786710831394885,0.060786710831394884,54119.077093645465,17.577284844401788,100060.23403509648,60.23403509648051,60.23403509648051,0.06023403509648051,3.245012,0.000287060344301234,3.99529194630298,3.99529194630298,3.99529194630298,0.00399529194630298,100064.22932704278,0.06422932704277518
2022-03-11 05:00:00,1646946000.0,14361424.0,197635.0,196920.0,198480.0,2613.666294204869,2401.8953882981978,2807.376370762246,remove swap,100060.7867108314,60.786710831394885,60.786710831394885,0.060786710831394884,100064.22932704278,0,100064.22932704278,60.23403509648051,60.23403509648051,0.06023403509648051,3.245012,0.000287060344301234,3.99529194630298,3.99529194630298,3.99529194630298,0.00399529194630298,100064.22932704278,0.06422932704277518
2022-03-11 05:00:01,1646946001.0,14361425.0,197635.0,196920.0,197700.0,2613.666294204869,2596.733401439426,2807.376370762246,add,100064.22932704278,0,60.786710831394885,0.060786710831394884,100064.22932704278,0,100064.22932704278,0,60.23403509648051,0.06023403509648051,0,0,0.0,0,3.99529194630298,0.00399529194630298,100064.22932704278,0.06422932704277518
2022-03-11 05:00:01,1646946001.0,14361425.0,197635.0,196920.0,197700.0,2613.666294204869,2596.733401439426,2807.376370762246,add swap,100064.22932704278,0,60.786710831394885,0.060786710831394884,8463.326006342812,35.04690079364812,100064.22932704278,0,60.23403509648051,0.06023403509648051,0,0,0.0,0,3.99529194630298,0.00399529194630298,100064.22932704278,0.06422932704277518
2022-03-11 06:00:00,1646949600.0,14361683.0,197644.0,196920.0,197700.0,2611.315170258792,2596.733401439426,2807.376370762246,remove,99981.82971935105,-82.39960769172467,-21.612896860329784,-0.021612896860329783,7289.839723506942,35.496083784868574,99981.30179571138,-82.92753133139922,-22.69349623491871,-0.02269349623491871,0.802635,0.0016522924350918522,5.117291301459193,5.117291301459193,9.112583247762174,0.009112583247762174,99986.41908701284,-0.013580912987165572
2022-03-11 06:00:00,1646949600.0,14361683.0,197644.0,196920.0,197700.0,2611.315170258792,2596.733401439426,2807.376370762246,remove swap,99981.82971935105,-82.39960769172467,-21.612896860329784,-0.021612896860329783,99986.41908701284,0,99986.41908701284,-82.92753133139922,-22.69349623491871,-0.02269349623491871,0.802635,0.0016522924350918522,5.117291301459193,5.117291301459193,9.112583247762174,0.009112583247762174,99986.41908701284,-0.013580912987165572
2022-03-11 13:00:00,1646974800.0,14363559.0,197912.0,197700.0,198480.0,2542.264783973552,2401.8953882981978,2596.733401439426,add,99986.41908701284,0,-21.612896860329784,-0.021612896860329783,99986.41908701284,0,99986.41908701284,0,-22.69349623491871,-0.02269349623491871,0,0,0.0,0,9.112583247762174,0.009112583247762174,99986.41908701284,-0.013580912987165572
2022-03-11 13:00:00,1646974800.0,14363559.0,197912.0,197700.0,198480.0,2542.264783973552,2401.8953882981978,2596.733401439426,add swap,99986.41908701284,0,-21.612896860329784,-0.021612896860329783,72634.72232984578,10.758791503384018,99986.41908701284,0,-22.69349623491871,-0.02269349623491871,0,0,0.0,0,9.112583247762174,0.009112583247762174,99986.41908701284,-0.013580912987165572
2022-03-11 20:00:00,1647000000.0,14365361.0,197500.0,197700.0,198480.0,2649.1882468277604,2401.8953882981978,2596.733401439426,remove,101136.78633068109,1150.3672436682536,1128.7543468079239,1.128754346807924,100277.87448486779,0.0,100277.87448486779,291.455397854952,268.7619016200333,0.2687619016200333,91.741372,0.003119667147225885,100.00595754044551,100.00595754044551,109.11854078820768,0.10911854078820768,100377.88044240823,0.3778804424082294
2022-03-11 20:00:00,1647000000.0,14365361.0,197500.0,197700.0,198480.0,2649.1882468277604,2401.8953882981978,2596.733401439426,remove swap,101136.78633068109,1150.3672436682536,1128.7543468079239,1.128754346807924,100377.88044240823,0,100377.88044240823,291.455397854952,268.7619016200333,0.2687619016200333,91.741372,0.003119667147225885,100.00595754044551,100.00595754044551,109.11854078820768,0.10911854078820768,100377.88044240823,0.3778804424082294
2022-03-11 20:00:01,1647000001.0,14365362.0,197500.0,196920.0,198480.0,2649.1882468277604,2401.8953882981978,2807.376370762246,add,100377.88044240823,0,1128.7543468079239,1.128754346807924,100377.88044240823,0,100377.88044240823,0,268.7619016200333,0.2687619016200333,0,0,0.0,0,109.11854078820768,0.10911854078820768,100377.88044240823,0.3778804424082294
