datetime,timestamp,block,tick,lower_tick,upper_tick,price,lower_price,upper_price,event,holder_value,holder_diff,holder_cum_pnl,holder_cum_pnl(%),lp_amount_0,lp_amount_1,lp_total_value,lp_diff,lp_cum_pnl,lp_cum_pnl(%),fee_0,fee_1,fee_total_value,fee_diff,cum_fee,cum_fee(%),equity,amm_pnl(%)
2021-09-01 08:49:51,1630457391.0,13136637.0,194984.0,,,3407.029141149369,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 09:53:14,1630461194.0,13136946.0,194937.0,,,3423.0790634035848,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 10:58:05,1630465085.0,13137252.0,194921.0,,,3428.560099517453,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 11:59:41,1630468781.0,13137511.0,194906.0,,,3433.7065412152965,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 12:59:45,1630472385.0,13137801.0,194847.0,,,3454.024272310199,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 13:57:03,1630475823.0,13138045.0,194646.0,,,3524.149047199024,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 14:51:25,1630479085.0,13138279.0,194651.0,,,3522.387501174461,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 15:48:36,1630482516.0,13138522.0,194678.0,,,3512.890356684889,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 16:50:19,1630486219.0,13138778.0,194626.0,,,3531.204045195849,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 17:45:55,1630489555.0,13139038.0,194599.0,,,3540.7507009790475,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 18:43:58,1630493038.0,13139301.0,194592.0,,,3543.229970151318,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 19:43:55,1630496635.0,13139612.0,194607.0,,,3537.9193746637434,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 20:59:09,1630501149.0,13139946.0,194613.0,,,3535.797365803935,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 21:51:55,1630504315.0,13140158.0,194613.0,,,3535.797365803935,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 22:56:00,1630508160.0,13140435.0,194583.0,,,3546.4201529849197,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-01 23:48:52,1630511332.0,13140666.0,194491.0,,,3579.1961178920947,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-02 00:59:19,1630515559.0,13140974.0,194070.0,,,3733.0893031296127,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-02 01:58:31,1630519111.0,13141233.0,194169.0,,,3696.3158864129473,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-02 02:57:09,1630522629.0,13141504.0,194147.0,,,3704.4563255477847,,,,,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-02 03:31:15,1630524675.0,13141646.0,194138.0,193380.0,196260.0,3707.791670156276,2998.9045486470845,3999.7532531047536,add,100000.0,0,0.0,0.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100000.0,0.0
2021-09-02 03:31:15,1630524675.0,13141646.0,194138.0,193380.0,196260.0,3707.791670156276,2998.9045486470845,3999.7532531047536,add swap,100000.0,0,0.0,0.0,73022.05334076256,7.276014689924687,100000.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,100000.0,0.0
