datetime,timestamp,block,tick,lower_tick,upper_tick,price,lower_price,upper_price,event,holder_value,holder_diff,holder_cum_pnl,holder_cum_pnl(%),lp_amount_0,lp_amount_1,lp_total_value,lp_diff,lp_cum_pnl,lp_cum_pnl(%),fee_0,fee_1,fee_total_value,fee_diff,cum_fee,cum_fee(%),equity,amm_pnl(%)
2021-07-13 16:00:00,1626163200.0,12817568.0,200189.0,198420.0,202620.0,2024.5889964127998,1587.6879991170194,2416.349356486475,add,100000.0,0,0,0.0,100000.0,0.0,100000.0,0,0,0.0,0,0,0.0,0,0,0.0,100000.0,0.0
2021-07-13 16:00:00,1626163200.0,12817568.0,200189.0,198420.0,202620.0,2024.5889964127998,1587.6879991170194,2416.349356486475,add swap,100000.0,0,0,0.0,57484.06052749556,20.999787881804597,100000.0,0,0,0.0,0,0,0.0,0,0,0.0,100000.0,0.0
2021-08-01 16:00:00,1627804800.0,12938428.0,197723.0,198420.0,202620.0,2590.7680756316972,1587.6879991170194,2416.349356486475,remove,111889.64056671229,11889.640566712289,11889.640566712289,11.88964056671229,103931.6528339361,0.0,103931.6528339361,3931.6528339360957,3931.6528339360957,3.931652833936096,1929.390302,0.8812680621500414,4212.551463492137,4212.551463492137,4212.551463492137,4.2125514634921375,108144.20429742824,8.144204297428237
2021-08-01 16:00:00,1627804800.0,12938428.0,197723.0,198420.0,202620.0,2590.7680756316972,1587.6879991170194,2416.349356486475,remove swap,111889.64056671229,11889.640566712289,11889.640566712289,11.88964056671229,108144.20429742824,0,108144.20429742824,3931.6528339360957,3931.6528339360957,3.931652833936096,1929.390302,0.8812680621500414,4212.551463492137,4212.551463492137,4212.551463492137,4.2125514634921375,108144.20429742824,8.144204297428237
2021-08-01 16:00:01,1627804801.0,12938429.0,197723.0,196140.0,198780.0,2590.7680756316972,2330.9121477572794,3035.10636969717,add,108144.20429742824,0,11889.640566712289,11.88964056671229,108144.20429742824,0,108144.20429742824,0,3931.6528339360957,3.931652833936096,0,0,0.0,0,4212.551463492137,4.2125514634921375,108144.20429742824,8.144204297428237
2021-08-01 16:00:01,1627804801.0,12938429.0,197723.0,196140.0,198780.0,2590.7680756316972,2330.9121477572794,3035.10636969717,add swap,108144.20429742824,0,11889.640566712289,11.88964056671229,43636.71736752366,24.89898170996104,108144.20429742824,0,3931.6528339360957,3.931652833936096,0,0,0.0,0,4212.551463492137,4.2125514634921375,108144.20429742824,8.144204297428237
2021-08-14 16:00:00,1628928000.0,13021932.0,195257.0,196140.0,198780.0,3315.2799079738847,2330.9121477572794,3035.10636969717,remove,126183.81115956674,18039.606862138506,29929.247428850795,29.929247428850793,113457.19455987366,0.0,113457.19455987366,5312.990262445426,9244.643096381522,9.244643096381521,1769.841385,0.5752717397795308,3677.028225516259,3677.028225516259,7889.579689008397,7.8895796890083965,117134.22278538992,17.13422278538992
2021-08-14 16:00:00,1628928000.0,13021932.0,195257.0,196140.0,198780.0,3315.2799079738847,2330.9121477572794,3035.10636969717,remove swap,126183.81115956674,18039.606862138506,29929.247428850795,29.929247428850793,117134.22278538992,0,117134.22278538992,5312.990262445426,9244.643096381522,9.244643096381521,1769.841385,0.5752717397795308,3677.028225516259,3677.028225516259,7889.579689008397,7.8895796890083965,117134.22278538992,17.13422278538992
2021-08-14 16:00:01,1628928001.0,13021933.0,195257.0,193980.0,196020.0,3315.2799079738847,3071.745207606606,3766.837056603215,add,117134.22278538992,0,29929.247428850795,29.929247428850793,117134.22278538992,0,117134.22278538992,0,9244.643096381522,9.244643096381521,0,0,0.0,0,7889.579689008397,7.8895796890083965,117134.22278538992,17.13422278538992
2021-08-14 16:00:01,1628928001.0,13021933.0,195257.0,193980.0,196020.0,3315.2799079738847,3071.745207606606,3766.837056603215,add swap,117134.22278538992,0,29929.247428850795,29.929247428850793,44160.445358692145,22.011347292631857,117134.22278538992,0,9244.643096381522,9.244643096381521,0,0,0.0,0,7889.579689008397,7.8895796890083965,117134.22278538992,17.13422278538992
