timestamp_unix,timestamp_utc,block_number,bar_number,open,high,low,close,volume,up_volume,down_volume
1620179783,2021-05-05 02:00:00+00:00,12371376,0,3306.0105708183733,3306.0105708183733,3306.0105708183733,3306.0105708183733,0.0001,0.0001,0.0
1620203006,2021-05-05 08:30:00+00:00,12373132,1,3301.7157640422965,3301.7157640422965,3301.7157640422965,3301.7157640422965,0.05,0.05,0.0
1620208251,2021-05-05 10:00:00+00:00,12373520,2,3301.7157640422965,3301.7157640422965,3301.7157640422965,3301.7157640422965,0.0001,0.0001,0.0
1620215997,2021-05-05 12:00:00+00:00,12374077,3,3301.7157640422965,3301.7157640422965,3301.7157640422965,3301.7157640422965,3.29169e-13,0.0,3.29169e-13
1620219416,2021-05-05 13:00:00+00:00,12374320,4,3343.2441463922933,3343.2441463922933,3343.2441463922933,3343.2441463922933,0.46788085406581376,0.0,0.46788085406581376
1620238163,2021-05-05 18:30:00+00:00,12375826,5,3343.2441463922933,3428.217277789675,3343.2441463922933,3427.87449034064,2.9541265201628626,0.0103,2.9438265201628626
1620240052,2021-05-05 19:00:00+00:00,12375988,6,3416.9233706543955,3430.274722457509,3406.0072367947078,3406.0072367947078,3.3740160379248216,2.2091524817981467,1.1648635561266747
1620241269,2021-05-05 19:30:00+00:00,12376122,7,3402.9433624230273,3444.02261141266,3397.1635619144495,3432.6766352409927,10.797545595294508,4.11388604675536,6.683659548539149
1620243041,2021-05-05 20:00:00+00:00,12376287,8,3436.79811352522,3476.895079633484,3423.763713447056,3430.6177499297546,23.08303306959426,11.913923113742484,11.169109955851777
1620244857,2021-05-05 20:30:00+00:00,12376414,9,3434.0499118694174,3481.7658979854305,3424.448500427383,3427.5317371669244,22.657084901032896,12.402190439130436,10.25489446190246
1620246606,2021-05-05 21:00:00+00:00,12376513,10,3426.846333631734,3459.2089370162025,3426.846333631734,3459.2089370162025,11.355102844271507,2.0901495356610194,9.264953308610487
1620248434,2021-05-05 21:30:00+00:00,12376678,11,3457.825599293118,3465.78735259713,3440.2364586103836,3451.6074221563135,24.006600070073937,14.361407633916642,9.645192436157293
1620250350,2021-05-05 22:00:00+00:00,12376807,12,3450.9172042063,3450.9172042063,3422.736789724612,3422.736789724612,70.65386268269286,55.38505719774844,15.268805484944417
1620252036,2021-05-05 22:30:00+00:00,12376967,13,3422.736789724612,3483.158813264506,3422.3945502695856,3481.069649244885,92.53220830687108,5.3717811091900485,87.16042719768103
1620253921,2021-05-05 23:00:00+00:00,12377113,14,3480.7215770871767,3528.733190804798,3456.788459048293,3507.6252342305993,206.69109922375657,85.5969918156502,121.09410740810638
1620255668,2021-05-05 23:30:00+00:00,12377237,15,3498.8675606744087,3531.557165600368,3498.1678921143075,3519.922815896333,84.234576944759,34.010466117909914,50.22411082684908
1620257508,2021-05-06 00:00:00+00:00,12377349,16,3518.8670502117393,3540.0426570472114,3516.7564687466806,3521.33099623214,103.6126604716048,50.924328574191605,52.68833189741319
1620259245,2021-05-06 00:30:00+00:00,12377495,17,3517.811601193516,3522.0352976446966,3514.6471531873976,3516.0532229415608,23.974438886165508,16.247103729900196,7.72733515626531
1620261005,2021-05-06 01:00:00+00:00,12377599,18,3510.0813086186386,3510.783359981176,3371.7814063429087,3474.8096725390083,399.78280024119647,231.2711157501293,168.51168449106717
1620262972,2021-05-06 01:30:00+00:00,12377768,19,3475.504669221612,3479.3296364588973,3445.7449671550685,3458.8630507111316,124.7313062830209,78.0216801208505,46.70962616217039
1620264618,2021-05-06 02:00:00+00:00,12377918,20,3462.323470665352,3484.2038654067323,3458.8630507111316,3483.507129145832,80.49285244413645,15.268846907827776,65.22400553630867
1620266523,2021-05-06 02:30:00+00:00,12378059,21,3484.5522857932733,3484.5522857932733,3481.417756209809,3484.5522857932733,16.723808968090587,7.030976626323577,9.692832341767009
1620268213,2021-05-06 03:00:00+00:00,12378181,22,3493.274128183493,3493.6234555963106,3489.084922712418,3492.226355506558,42.388524231142966,13.859076846285204,28.529447384857765
1620270100,2021-05-06 03:30:00+00:00,12378347,23,3490.829814117159,3490.829814117159,3475.1571535062626,3480.3735397332025,67.18488192440738,45.781968567559495,21.402913356847883
1620272241,2021-05-06 04:00:00+00:00,12378492,24,3476.895079633484,3476.895079633484,3470.9896742801516,3470.9896742801516,28.31408922849231,27.739621341026087,0.5744678874662221
1620273958,2021-05-06 04:30:00+00:00,12378635,25,3470.9896742801516,3495.021114609931,3470.9896742801516,3493.9728179418707,90.93483937560087,12.549416441435051,78.38542293416582
1620275448,2021-05-06 05:00:00+00:00,12378767,26,3493.6234555963106,3493.6234555963106,3456.097205046312,3456.097205046312,151.93636436763944,151.22457861064305,0.7117857569963848
1620277454,2021-05-06 05:30:00+00:00,12378906,27,3450.5721469916007,3450.5721469916007,3449.1922631210205,3449.1922631210205,40.87695271959966,38.48629448649757,2.3906582331020836
1620279260,2021-05-06 06:00:00+00:00,12379034,28,3448.8473783831814,3457.825599293118,3447.812931066026,3457.4798513079877,75.67867900263197,15.425390307090248,60.25328869554172
1620280897,2021-05-06 06:30:00+00:00,12379145,29,3457.4798513079877,3457.4798513079877,3440.2364586103836,3440.5804822562436,100.36671476283342,96.82252208551587,3.544192677317561
1620282668,2021-05-06 07:00:00+00:00,12379282,30,3441.2686327585,3441.2686327585,3407.029141149369,3407.3698440634844,271.32384726037947,227.01367518267597,44.310172077703506
